model_label,seed,radius,event_path,final__charts/episodic_return,max__charts/episodic_return,mean__charts/episodic_return,final__eval/episodic_return,max__eval/episodic_return,mean__eval/episodic_return,final__losses/qf_loss,max__losses/qf_loss,mean__losses/qf_loss,final__losses/actor_loss,max__losses/actor_loss,mean__losses/actor_loss,final__kl_physical/requested_radius,max__kl_physical/requested_radius,mean__kl_physical/requested_radius,final__kl_physical/worst_case_saturation_fraction,max__kl_physical/worst_case_saturation_fraction,mean__kl_physical/worst_case_saturation_fraction,final__kl_physical/joint_return_std_across_dynamics,max__kl_physical/joint_return_std_across_dynamics,mean__kl_physical/joint_return_std_across_dynamics,final__kl_physical/reference_target_mean,max__kl_physical/reference_target_mean,mean__kl_physical/reference_target_mean,final__kl_physical/robust_target_mean,max__kl_physical/robust_target_mean,mean__kl_physical/robust_target_mean,final__kl_physical/worst_member_target_mean,max__kl_physical/worst_member_target_mean,mean__kl_physical/worst_member_target_mean,final__kl_physical/pessimism_gap_mean,max__kl_physical/pessimism_gap_mean,mean__kl_physical/pessimism_gap_mean,final__kl_physical/pessimism_gap_p95,max__kl_physical/pessimism_gap_p95,mean__kl_physical/pessimism_gap_p95,final__kl_physical/implicit_kl_radius_mean,max__kl_physical/implicit_kl_radius_mean,mean__kl_physical/implicit_kl_radius_mean,final__kl_physical/implicit_kl_radius_p95,max__kl_physical/implicit_kl_radius_p95,mean__kl_physical/implicit_kl_radius_p95,final__kl_physical/worst_member_adversarial_weight_mean,max__kl_physical/worst_member_adversarial_weight_mean,mean__kl_physical/worst_member_adversarial_weight_mean,final__kl_physical/effective_num_dynamics_mean,max__kl_physical/effective_num_dynamics_mean,mean__kl_physical/effective_num_dynamics_mean,final__kl_physical/nominal_obs_max_abs_error,max__kl_physical/nominal_obs_max_abs_error,mean__kl_physical/nominal_obs_max_abs_error,final__kl_physical/nominal_reward_abs_error,max__kl_physical/nominal_reward_abs_error,mean__kl_physical/nominal_reward_abs_error,final__charts/SPS,max__charts/SPS,mean__charts/SPS,max_step,training_return_auc,final__kl_physical/effective_beta_median,max__kl_physical/effective_beta_median,mean__kl_physical/effective_beta_median,final__kl_physical/effective_beta_mean,max__kl_physical/effective_beta_mean,mean__kl_physical/effective_beta_mean,paired_nominal_retention,paired_training_auc_retention,paired_q_loss_ratio
vanilla,16,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__16__1784900351/events.out.tfevents.1784900354.compsci-cluster-fitz-08.3992352.0,3731.051025390625,3867.6943359375,1024.028870056711,3731.4638671875,3737.66064453125,3731.666162109375,12.073369026184082,353.15692138671875,17.29011923760781,-303.7973327636719,-0.4486692249774933,-217.2769243799273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,2335.0,51.868089034772794,999900,2560.2956829069544,,,,,,,1.0,1.0,1.0
vanilla,17,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__17__1784900530/events.out.tfevents.1784900533.linux53.636657.0,3633.563232421875,3847.665771484375,937.8918771484535,3641.822265625,3668.50830078125,3638.4465576171874,20.66237449645996,166.68389892578125,18.982840796621723,-271.11492919921875,-0.36337077617645264,-185.97721842831618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,2474.0,58.985024105036416,999949,2286.2803152121905,,,,,,,1.0,1.0,1.0
vanilla,18,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__18__1784900801/events.out.tfevents.1784900803.compsci-cluster-fitz-07.4058567.0,4773.463134765625,4956.78857421875,1048.2832907276968,4763.294921875,4782.77392578125,4756.337255859375,28.1900691986084,99.16139221191406,26.949770847142297,-326.726318359375,-0.10253925621509552,-202.8411063288041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2438.0,51.07323828084932,999931,2889.173571159668,,,,,,,1.0,1.0,1.0
vanilla,19,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__19__1784901042/events.out.tfevents.1784901045.compsci-cluster-fitz-08.3992994.0,3455.86181640625,3526.2353515625,780.4530853280665,3451.3958740234375,3453.1162109375,3450.728955078125,10.859837532043457,55.536869049072266,13.19164583911048,-252.1837158203125,-0.1560342162847519,-174.86995422994036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,2283.0,54.05354395322597,999900,2037.4339368183805,,,,,,,1.0,1.0,1.0
vanilla,20,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__20__1784908187/events.out.tfevents.1784908190.compsci-cluster-fitz-23.1199023.0,3997.34423828125,4174.478515625,643.7958619360968,4070.7640380859375,4101.75732421875,4067.7760009765625,14.272554397583008,79.4331283569336,13.561683915351425,-249.11094665527344,-0.6860982775688171,-167.00581542524708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,2319.0,54.26566827366909,999900,1324.3843366279445,,,,,,,1.0,1.0,1.0
vanilla,21,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__21__1784913618/events.out.tfevents.1784913620.linux51.281761.0,3859.017333984375,4098.5068359375,1101.8020387861197,3840.2052001953125,3885.5751953125,3465.466376495361,19.455623626708984,168.5835723876953,26.785056615870605,-323.05328369140625,-0.3044300675392151,-239.91496509923752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,2080.0,58.83105959585598,999900,2913.000622555162,,,,,,,1.0,1.0,1.0
vanilla,22,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__22__1784914219/events.out.tfevents.1784914222.gpu-compute4.1326603.0,4531.92822265625,4881.3505859375,916.8720074521859,4566.7158203125,4649.3720703125,4566.653564453125,30.259891510009766,184.56588745117188,23.932714849818606,-306.267333984375,-0.25510743260383606,-205.4968421048373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,1904.0,56.268642937737205,999900,2416.667464606389,,,,,,,1.0,1.0,1.0
vanilla,23,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__23__1784914309/events.out.tfevents.1784914311.linux45.560257.0,3878.182373046875,4067.020263671875,1064.0532148635084,3854.68798828125,3888.734130859375,3856.061572265625,9.87032699584961,92.4859619140625,14.694512258890315,-312.9170837402344,0.12302187830209732,-221.05099805852277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,1861.0,57.014052723356244,999900,2716.5187113053785,,,,,,,1.0,1.0,1.0
vanilla,24,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__24__1784914549/events.out.tfevents.1784914551.gpu-compute5.807948.0,3998.271484375,4120.044921875,888.8242245576557,3952.7794189453125,4109.43115234375,3968.7735595703125,19.183048248291016,104.42588806152344,20.349686998081815,-283.070068359375,-0.3174313008785248,-195.85754695570168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,1930.0,52.999179403015695,999900,2325.1966925970833,,,,,,,1.0,1.0,1.0
vanilla,25,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__25__1784917070/events.out.tfevents.1784917073.linux51.285507.0,4596.9736328125,5109.22802734375,814.6903281124078,4821.61328125,5045.31103515625,3739.7354125976562,41.13376235961914,307.72625732421875,22.957744927597876,-271.5719909667969,-0.3269423544406891,-179.26697920070683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,2380.0,59.351215509283,999976,1888.4071404197903,,,,,,,1.0,1.0,1.0
vanilla,26,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__26__1784917491/events.out.tfevents.1784917494.linux60.864555.0,4394.56298828125,4542.556640625,906.5762112426762,4521.72509765625,4580.8857421875,4393.8158203125,26.428674697875977,95.10482788085938,23.546328361100393,-319.75860595703125,-0.19223946332931519,-203.0045737828251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,2464.0,59.305159503538825,999900,2562.146759661159,,,,,,,1.0,1.0,1.0
vanilla,27,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__27__1784922541/events.out.tfevents.1784922544.compsci-cluster-fitz-08.4029569.0,3467.2664794921875,3615.483642578125,1019.6400504409356,3484.681396484375,3532.65673828125,3482.7872802734373,11.058349609375,97.50651550292969,16.327218393159058,-279.934814453125,-0.48298588395118713,-203.82971478085395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,2351.0,52.79567135090779,999900,2566.5050125535995,,,,,,,1.0,1.0,1.0
vanilla,28,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__28__1784922601/events.out.tfevents.1784922604.compsci-cluster-fitz-08.4029725.0,4675.354248046875,4804.828125,699.1744391040335,4648.074951171875,4777.62109375,4621.871826171875,26.872940063476562,299.55133056640625,17.73307519668253,-300.3157958984375,0.028247756883502007,-173.70702871437402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,2436.0,53.1790952918248,999900,2079.9602544038285,,,,,,,1.0,1.0,1.0
vanilla,29,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__29__1784923741/events.out.tfevents.1784923744.compsci-cluster-fitz-07.4098567.0,4014.411865234375,4098.6044921875,882.870507037229,4088.360107421875,4104.22802734375,4089.5771484375,10.934242248535156,92.97799682617188,13.23897562990746,-293.98040771484375,-0.3167964816093445,-198.29330433893355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.0,2428.0,50.14739973330598,999900,2372.204222661678,,,,,,,1.0,1.0,1.0
vanilla,30,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__30__1784925291/events.out.tfevents.1784925294.compsci-cluster-fitz-30.542935.0,4118.322509765625,4256.2158203125,1066.1994007469152,4076.64599609375,4128.439453125,4070.179150390625,18.6999454498291,129.9204559326172,24.752491329638318,-311.7069091796875,-0.3401024639606476,-221.0909339632361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,2555.0,57.50702636167812,999900,2835.233844198061,,,,,,,1.0,1.0,1.0
vanilla,31,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__31__1784925291/events.out.tfevents.1784925294.compsci-cluster-fitz-34.406174.0,3807.72021484375,3973.708740234375,785.1143206610813,3821.843994140625,3917.23974609375,3827.3047607421877,12.205070495605469,201.58590698242188,12.10579240325323,-271.52166748046875,-0.01952493004500866,-186.1830389876708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,3017.0,56.00533388039799,999900,2109.1388670079637,,,,,,,1.0,1.0,1.0
vanilla,32,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__32__1784925291/events.out.tfevents.1784925294.compsci-cluster-fitz-34.406178.0,4251.33544921875,4392.2021484375,790.2520742010921,4277.2373046875,4301.55224609375,4271.442431640625,21.352283477783203,105.57901000976562,18.89981643464854,-293.3674011230469,-0.4345242977142334,-188.26045212985395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,2583.0,57.68437788491127,999900,2180.702284243522,,,,,,,1.0,1.0,1.0
vanilla,33,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__33__1784925303/events.out.tfevents.1784925305.compsci-cluster-fitz-33.404256.0,3738.1795654296875,3809.60302734375,958.2212133552263,3741.29150390625,3768.9814453125,3744.6822021484377,10.739123344421387,90.19247436523438,14.392627326165766,-293.031494140625,-0.11426884680986404,-204.076628493284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,2732.0,55.76233459842035,999900,2622.1274329885237,,,,,,,1.0,1.0,1.0
vanilla,34,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__34__1784925453/events.out.tfevents.1784925455.compsci-cluster-fitz-30.543234.0,4417.4326171875,4589.80322265625,932.3912128040826,4269.08251953125,4291.4169921875,4267.312890625,20.34235382080078,154.54434204101562,19.902172072401278,-313.689453125,-0.5809444189071655,-204.0700273259149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,2627.0,55.269053236229354,999900,2612.28688569969,,,,,,,1.0,1.0,1.0
vanilla,35,,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_vanilla__35__1784925514/events.out.tfevents.1784925517.compsci-cluster-fitz-32.472219.0,3802.9970703125,3908.659423828125,871.721175807241,3768.974609375,3795.43994140625,3760.2048583984374,20.148603439331055,120.94589233398438,19.74558860156943,-285.41021728515625,-0.1904171109199524,-196.36400250143632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.0,2910.0,56.90450302595138,999900,2347.8830494817457,,,,,,,1.0,1.0,1.0
klprho0,6,0.0,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_klprho0__6__1784925530/events.out.tfevents.1784925532.compsci-cluster-fitz-19.3942166.0,4424.8642578125,4585.0615234375,831.6896683830578,4277.974853515625,4294.31982421875,4275.651416015625,15.999884605407715,71.22331237792969,13.862223276478892,-298.5733642578125,-0.3326016664505005,-188.15410023706977,0.0,0.0,0.0,0.0,0.0,0.0,0.626921534538269,1.0915162563323975,0.6127543036391007,295.19415283203125,313.8079528808594,185.1107744237295,295.19415283203125,313.8079528808594,185.1107744237295,294.3946838378906,313.07464599609375,184.35551607035805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,5.000000476837158,5.000000476837158,5.000000476837158,5.551115123125783e-17,1.8740564655672642e-13,4.2330865375472815e-16,9.567011716171692e-08,2.3839635332478792e-07,7.32658826640753e-08,44.0,752.0,49.862139706636576,999900,2198.7568713308438,,,,,,,1.0765515522388078,0.7389038109010511,1.6730558950279797
klprho0,7,0.0,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_klprho0__7__1784925574/events.out.tfevents.1784925577.compsci-cluster-fitz-32.472369.0,4470.23779296875,4567.8427734375,995.6684022286881,4458.040283203125,4488.234375,4454.145361328125,20.2685546875,83.02058410644531,21.86513624733956,-327.31298828125,-0.5741793513298035,-223.0214624808671,0.0,0.0,0.0,0.0,0.0,0.0,0.5885156393051147,1.1706165075302124,0.6406094480991051,324.5370178222656,339.8876953125,219.76929216735093,324.5370178222656,339.8876953125,219.76929216735093,323.7831726074219,339.1809387207031,218.97848424031002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,5.000000476837158,5.000000476837158,5.000000476837158,0.0,6.927791673660977e-14,2.3675306506931725e-16,1.0192063371050608e-07,2.3840317453505122e-07,7.847682908129761e-08,46.0,824.0,52.01374499948713,999900,2606.476021857575,,,,,,,1.2018136855503723,1.8314480852581516,1.5656765676567657
klprho0,8,0.0,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_klprho0__8__1784925590/events.out.tfevents.1784925592.compsci-cluster-fitz-24.3541108.0,4687.01220703125,4879.96826171875,1231.197138403293,4587.2109375,4715.8203125,4604.217333984375,21.55632209777832,139.7213592529297,22.790124485110802,-351.46484375,-0.4303750991821289,-239.3495779926379,0.0,0.0,0.0,0.0,0.0,0.0,0.6503360271453857,1.2371907234191895,0.6654750473765988,348.361572265625,366.71484375,236.05745052665102,348.361572265625,366.71484375,236.05745052665102,347.61285400390625,366.08465576171875,235.23637940153395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,5.000000476837158,5.000000476837158,5.000000476837158,0.0,5.684341886080802e-14,1.0957935947519814e-16,9.97162032945198e-08,2.3825971595670126e-07,8.392743904541699e-08,45.0,788.0,51.97189455328752,999900,3188.2135203074326,,,,,,,1.4772910682038474,1.593507877267362,2.542102732096875
klprho0,9,0.0,/home/users/am1015/rl_runs_td3_klrho_20260724_td3_klrho_phys5_full30_confirm_compat/Walker2d-v5__td3_klrho_klprho0__9__1784928397/events.out.tfevents.1784928401.compsci-cluster-fitz-04.981662.0,3754.8404541015625,3853.166259765625,1039.3688060989828,3770.41943359375,3785.669189453125,3764.42177734375,16.978870391845703,104.13877868652344,18.208682377054156,-290.57574462890625,-0.4168638586997986,-206.45388152759764,0.0,0.0,0.0,0.0,0.0,0.0,0.556010365486145,1.3710013628005981,0.6126805456065376,288.14752197265625,299.16986083984375,203.70639770157908,288.14752197265625,299.16986083984375,203.70639770157908,287.50115966796875,298.63873291015625,202.9508767105178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20000000298023224,0.20000000298023224,0.20000000298023224,5.000000476837158,5.000000476837158,5.000000476837158,0.0,3.730349362740526e-14,6.549582924619823e-17,7.220783260208918e-08,2.3841435847771209e-07,6.434286726924032e-08,43.0,752.0,49.01897630526208,999900,2562.299814554778,,,,,,,1.0147419294208893,0.9744478937435906,1.5093507649785822
